sal_code_2021,sal_name_2021
SAL50405,Derby (WA)
SAL50406,Devils Creek
SAL50407,Dewars Pool
SAL50408,Diamond Tree
SAL50409,Dianella
SAL50410,Dindiloa
SAL50411,Dingup
SAL50412,Dinninup
SAL50413,Dirk Hartog Island
SAL50414,Dixvale
SAL50415,Djugun
SAL50416,Dongara
SAL50417,Dongolocking
SAL50418,Donnelly River
SAL50419,Donnybrook (WA)
SAL50420,Doodenanning
SAL50421,Doodlakine
SAL50422,Dorre Island
SAL50423,Doubleview
SAL50424,Dowerin
SAL50425,Drome
SAL50426,Drummond Cove
SAL50427,Dryandra
SAL50428,Drysdale River
SAL50429,Dudawa
SAL50430,Dudinin
SAL50431,Dudley Park (WA)
SAL50432,Dukin
SAL50433,Dulbelling
SAL50434,Dulyalbin
SAL50435,Dumbarton
SAL50436,Dumberning
SAL50437,Dumbleyung
SAL50438,Duncraig
SAL50439,Dundas (WA)
SAL50440,Dunn Rock
SAL50441,Dunsborough
SAL50442,Durack (WA)
SAL50443,Duranillin
SAL50444,Durawah
SAL50445,Dwarda
SAL50446,Dwellingup
SAL50447,Eagle Bay
SAL50448,East Augusta
SAL50449,East Ballidu
SAL50450,East Beverley
SAL50451,East Bowes
SAL50452,East Bunbury
SAL50453,East Cannington
SAL50454,East Carnarvon
SAL50455,East Chapman
SAL50456,East Damboring
SAL50457,East Fremantle
SAL50458,East Lyons River
SAL50459,East Munglinup
SAL50460,East Murchison
SAL50461,East Nabawa
SAL50462,East Nannup
SAL50463,East Newdegate
SAL50464,East Perth
SAL50465,East Pingelly
SAL50466,East Popanyinning
SAL50467,East Rockingham
SAL50468,East Victoria Park
SAL50469,East Wickepin
SAL50470,East Yuna
SAL50471,Eastbrook
SAL50472,Eaton (WA)
SAL50473,Eden Hill
SAL50474,Edgewater
SAL50475,Eganu
SAL50476,Eglinton (WA)
SAL50477,Eighty Mile Beach
SAL50478,Elabbin
SAL50479,Elachbutting
SAL50480,Elgin (WA)
SAL50481,Elleker
SAL50482,Ellenbrook
SAL50483,Ellendale (WA)
SAL50484,Embleton
SAL50485,Emu Flat (WA)
SAL50486,Emu Point
SAL50487,Eneabba
SAL50488,Ennuin
SAL50489,Eradu
SAL50490,Eradu South
SAL50491,Erskine (WA)
SAL50492,Esperance
SAL50493,Etmilyn
SAL50494,Eucla
SAL50495,Eurardy
SAL50496,Ewlyamartup
SAL50497,Exmouth
SAL50498,Exmouth Gulf
SAL50499,Fairbridge
SAL50500,Falcon
SAL50501,Ferguson (WA)
SAL50502,Ferndale (WA)
SAL50503,Feysville
SAL50504,Fimiston
SAL50505,Finucane
SAL50506,Fitzgerald (WA)
SAL50507,Fitzgerald River National Park
SAL50508,Fitzroy Crossing
SAL50509,Flint
SAL50510,Floreat
SAL50511,Flynn (WA)
SAL50512,Forest Grove (WA)
SAL50513,Forest Hill (WA)
SAL50514,Forrest (WA)
SAL50515,Forrest Beach (WA)
SAL50516,Forrestania
SAL50517,Forrestdale
SAL50518,Forrestfield
SAL50519,Fortescue (WA)
SAL50520,Frankland River
SAL50521,Fraser Range
SAL50522,Fremantle
SAL50523,Furnissdale
SAL50524,Gabalong
SAL50525,Gabbadah
SAL50526,Gabbin
SAL50527,Gairdner
SAL50528,Gap Ridge
SAL50529,Garden Island (WA)
SAL50530,Gascoyne Junction
SAL50531,Gascoyne River
SAL50532,Geegully Creek
SAL50533,Gelorup
SAL50534,Geographe
SAL50535,Georgina (WA)
SAL50536,Geraldton
SAL50537,Ghooli
SAL50538,Gibb
SAL50539,Gibson
SAL50540,Gibson Desert North
SAL50541,Gibson Desert South
SAL50542,Gidgegannup
SAL50543,Gilgering
SAL50544,Gillimanning
SAL50545,Gillingarra
SAL50546,Gilroyd
SAL50547,Gingerah
SAL50548,Gingin
SAL50549,Ginginup
SAL50550,Girrawheen
SAL50551,Gledhow
SAL50552,Glen Forrest
SAL50553,Glen Iris (WA)
SAL50554,Glen Mervyn
SAL50555,Glencoe (WA)
SAL50556,Glendalough
SAL50557,Glenfield (WA)
SAL50558,Glenlynn
SAL50559,Glenoran
SAL50560,Glentromie
SAL50561,Gnangara
SAL50562,Gnarabup
SAL50563,Gnoorea
SAL50564,Gnowangerup
SAL50565,Gnowellen
SAL50566,Golden Bay
SAL50567,Goode Beach
SAL50568,Goodlands
SAL50569,Goomalling
SAL50570,Goomarin
SAL50571,Gooseberry Hill
SAL50572,Gorge Rock
SAL50573,Gorrie
SAL50574,Gosnells
SAL50575,Gracetown
SAL50576,Granville (WA)
SAL50577,Grass Patch
SAL50578,Grass Valley
SAL50579,Green Head
SAL50580,Green Range
SAL50581,Green Valley (WA)
SAL50582,Greenbushes
SAL50583,Greenfields
SAL50584,Greenhills
SAL50585,Greenmount (WA)
SAL50586,Greenough
SAL50587,Greenwood (WA)
SAL50588,Greenwoods Valley
SAL50589,Gregory (WA)
SAL50590,Grey
SAL50591,Greys Plain
SAL50592,Grimwade
SAL50593,Guilderton
SAL50594,Guildford (WA)
SAL50595,Gundaring
SAL50596,Gunyidi
SAL50597,Gutha
SAL50598,Gwambygine
SAL50599,Gwelup
SAL50600,Gwindinup
SAL50601,Hacketts Gully
SAL50602,Halls Creek (WA)
SAL50603,Halls Head
SAL50604,Hamel
SAL50605,Hamelin Bay
SAL50606,Hamelin Pool
SAL50607,Hamersley
SAL50608,Hamersley Range
SAL50609,Hamilton Hill
SAL50610,Hammond Park
SAL50611,Hannans
SAL50612,Harris River
SAL50613,Harrisdale
SAL50614,Harrismith
SAL50615,Harvey
SAL50616,Hastings (WA)
SAL50617,Hatter Hill
SAL50618,Hay (WA)
SAL50619,Haynes
SAL50620,Hazelmere
SAL50621,Hazelvale
SAL50622,Heathridge
SAL50623,Helena Valley
SAL50624,Henderson
SAL50625,Henley Brook
SAL50626,Henty (WA)
SAL50627,Herdsman
SAL50628,Herne Hill (WA)
SAL50629,Herron
SAL50630,Hester
SAL50631,Hester Brook
SAL50632,Higginsville
SAL50633,High Wycombe
SAL50634,Highbury (WA)
SAL50635,Highgate (WA)
SAL50636,Hilbert
SAL50637,Hill River (WA)
SAL50638,Hillarys
SAL50639,Hillman
SAL50640,Hillside (WA)
SAL50641,Hilton (WA)
SAL50642,Hindmarsh (WA)
SAL50643,Hines Hill
SAL50644,Hithergreen
SAL50645,Hocking
SAL50646,Hoddys Well
SAL50647,Hoffman
SAL50648,Holleton
SAL50649,Holmwood
SAL50650,Holt Rock
SAL50651,Holyoake
SAL50652,Hope Valley (WA)
SAL50653,Hopeland (WA)
SAL50654,Hopetoun (WA)
SAL50655,Horrocks
SAL50656,Houtman Abrolhos
SAL50657,Hovea
SAL50658,Howatharra
SAL50659,Howick (WA)
SAL50660,Hulongine
SAL50661,Huntingdale (WA)
SAL50662,Hyden
SAL50663,Ikewa
SAL50664,Iluka (WA)
SAL50665,Indee
SAL50666,Inggarda
SAL50667,Inglehope
SAL50668,Inglewood (WA)
SAL50669,Inkpen
SAL50670,Innaloo
SAL50671,Innawanga
SAL50672,Irishtown (WA)
SAL50673,Irrunytju
SAL50674,Irwin
SAL50675,Israelite Bay
SAL50676,Isseka
SAL50677,Jackitup
SAL50678,Jacup
SAL50679,Jalbarragup
SAL50680,Jaloran
SAL50681,Jandabup
SAL50682,Jandakot
SAL50683,Jane Brook
SAL50684,Jardee
SAL50685,Jarlmadangah Burru
SAL50686,Jarrahdale
SAL50687,Jarrahwood
SAL50688,Jelcobine
SAL50689,Jennacubbine
SAL50690,Jennapullin
SAL50691,Jerdacuttup
SAL50692,Jerramungup
SAL50693,Jibberding
SAL50694,Jigalong
SAL50695,Jilakin
SAL50696,Jindalee (WA)
SAL50697,Jindong
SAL50698,Jingalup
SAL50699,Jitarning
SAL50700,Jolimont
SAL50701,Joondalup
SAL50702,Joondanna
SAL50703,Julimar
SAL50704,Juna Downs
SAL50705,Jurien Bay
SAL50706,Kadathinni
SAL50707,Kalamunda
SAL50708,Kalannie
SAL50709,Kalbarri
SAL50710,Kalbarri National Park
SAL50711,Kalgan
SAL50712,Kalgoorlie
SAL50713,Kalgup
SAL50714,Kallaroo
SAL50715,Kaloorup
SAL50716,Kalumburu
SAL50717,Kambalda East
SAL50718,Kambalda West
SAL50719,Kangaroo Gully
SAL50720,Kanowna
SAL50721,Kanpa
SAL50722,Karakin
SAL50723,Karalundi
SAL50724,Karawara
SAL50725,Kardinya
SAL50726,Karijini
SAL50727,Karlgarin
SAL50728,Karlkurla
SAL50729,Karloning
SAL50730,Karloo
SAL50731,Karnup
SAL50732,Karragullen
SAL50733,Karrakatta
SAL50734,Karrakup
SAL50735,Karramindie
SAL50736,Karranadgin
SAL50737,Karratha
SAL50738,Karratha Industrial Estate
SAL50739,Karridale
SAL50740,Karrinyup
SAL50741,Karroun Hill
SAL50742,Katanning
SAL50743,Katrine
SAL50744,Kauring
SAL50745,Kealy
SAL50746,Kebaringup
SAL50747,Kellerberrin
SAL50748,Kelmscott
SAL50749,Kendenup
SAL50750,Kenmare (WA)
SAL50751,Kennedy Range
SAL50752,Kensington (WA)
SAL50753,Kentdale
SAL50754,Kenwick
SAL50755,Keralup
SAL50756,Kewdale
SAL50757,Keysbrook
SAL50758,Kiara
SAL50759,Kimbolton (WA)
SAL50760,King Leopold Ranges
SAL50761,King River
SAL50762,Kings Park (WA)
SAL50763,Kingsford (WA)
SAL50764,Kingsley
SAL50765,Kingston (WA)
SAL50766,Kinross
SAL50767,Kirk Rock
SAL50768,Kirup
SAL50769,Kojaneerup South
SAL50770,Kojarena
SAL50771,Kojonup
SAL50772,Kokeby
SAL50773,Kondinin
SAL50774,Kondut
SAL50775,Konnongorring
SAL50776,Koojan
SAL50777,Kookynie
SAL50778,Koolanooka
SAL50779,Koolyanobbing
SAL50780,Koomberkine
SAL50781,Koondoola
SAL50782,Koongamia
SAL50783,Koorda
SAL50784,Korbel
SAL50785,Kordabup
SAL50786,Korrelocking
SAL50787,Kronkup
SAL50788,Kudardup
SAL50789,Kuender
SAL50790,Kukerin
SAL50791,Kulikup
SAL50792,Kulin
SAL50793,Kulin West
SAL50794,Kulja
SAL50795,Kumarina
SAL50796,Kundat Djaru
SAL50797,Kunjin
SAL50798,Kununoppin
SAL50799,Kununurra
SAL50800,Kupartiya
SAL50801,Kurnalpi
SAL50802,Kurrenkutten
SAL50803,Kweda
SAL50804,Kwelkan
SAL50805,Kwinana Beach
SAL50806,Kwinana Town Centre
SAL50807,Kwolyin
SAL50808,Lagrange
SAL50809,Lake Argyle
SAL50810,Lake Austin
SAL50811,Lake Biddy
SAL50812,Lake Brown
SAL50813,Lake Camm
SAL50814,Lake Carnegie
SAL50815,Lake Clifton
SAL50816,Lake Coogee
SAL50817,Lake Darlot
SAL50818,Lake Deborah
SAL50819,Lake Grace
SAL50820,Lake Hinds
SAL50821,Lake Jasper
SAL50822,Lake King
SAL50823,Lake Margarette
SAL50824,Lake Muir
SAL50825,Lake Ninan
SAL50826,Lake Toolbrunup
SAL50827,Lake Wells
SAL50828,Lakelands (WA)
SAL50829,Lamington (WA)
SAL50830,Lancelin
SAL50831,Landsdale
SAL50832,Lange
SAL50833,Langford
SAL50834,Latham (WA)
SAL50835,Lathlain
SAL50836,Laverton (WA)
SAL50837,Learmonth (WA)
SAL50838,Leda
SAL50839,Ledge Point
SAL50840,Leederville
SAL50841,Leeman
SAL50842,Leeming
SAL50843,Leeuwin
SAL50844,Leinster
SAL50845,Lennard Brook
SAL50846,Leonora
SAL50847,Leschenault
SAL50848,Lesley
SAL50849,Lesmurdie
SAL50850,Lexia
SAL50851,Lime Lake
SAL50852,Linfarne
SAL50853,Little Grove
SAL50854,Little Italy
SAL50855,Little Sandy Desert
SAL50856,Lockier
SAL50857,Lockridge
SAL50858,Lockyer (WA)
SAL50859,Lol Gray
SAL50860,Londonderry (WA)
SAL50861,Lort River
SAL50862,Lowden
SAL50863,Lower Chittering
SAL50864,Lower Hotham
SAL50865,Lower King
SAL50866,Lowlands
SAL50867,Ludlow
SAL50868,Lumeah (WA)
SAL50869,Lyalls Mill
SAL50870,Lyndon
SAL50871,Lynwood (WA)
SAL50872,Macleod (WA)
SAL50873,Maddington
SAL50874,Madeley
SAL50875,Madora Bay
SAL50876,Madura
SAL50877,Magenta (WA)
SAL50878,Magitup
SAL50879,Mahogany Creek
SAL50880,Mahomets Flats
SAL50881,Maida Vale
SAL50882,Maitland (WA)
SAL50883,Malabaine
SAL50884,Malaga
SAL50885,Malebelling
SAL50886,Mallee Hill
SAL50887,Malmalling
SAL50888,Malyalling
SAL50889,Mandogalup
SAL50890,Mandurah
SAL50891,Manjimup
SAL50892,Manmanning
SAL50893,Manning
SAL50894,Mantamaru
SAL50895,Manypeaks
SAL50896,Marangaroo
SAL50897,Maranup
SAL50898,Marbelup
SAL50899,Marble Bar
SAL50900,Marchagee
SAL50901,Mardella
SAL50902,Mardie
SAL50903,Margaret River (WA)
SAL50904,Mariginiup
SAL50905,Marmion
SAL50906,Marne
SAL50907,Marracoonda
SAL50908,Marradong
SAL50909,Marrah
SAL50910,Marrinup
SAL50911,Martin
SAL50912,Marvel Loch
SAL50913,Marybrook
SAL50914,Massey Bay
SAL50915,Maya
SAL50916,Mayanup
SAL50917,Maylands (WA)
SAL50918,McAlinden
SAL50919,McBeath
SAL50920,McKail
SAL50921,Meadow
SAL50922,Meadow Springs
SAL50923,Meckering
SAL50924,Meda
SAL50925,Medina
SAL50926,Meekatharra
SAL50927,Meeking
SAL50928,Meelon
SAL50929,Meenaar
SAL50930,Meerup
SAL50931,Melaleuca
SAL50932,Melville (WA)
SAL50933,Menora
SAL50934,Menzies (WA)
SAL50935,Merilup
SAL50936,Merivale
SAL50937,Merkanooka
SAL50938,Merredin
SAL50939,Merriwa (WA)
SAL50940,Meru
SAL50941,Metricup
SAL50942,Mettler
SAL50943,Miamoon
SAL50944,Middle Swan
SAL50945,Middlesex (WA)
SAL50946,Middleton Beach
SAL50947,Midland
SAL50948,Midvale
SAL50949,Miling
SAL50950,Millars Well
SAL50951,Millbridge
SAL50952,Millbrook (WA)
SAL50953,Millendon
SAL50954,Mills Lake
SAL50955,Millstream (WA)
SAL50956,Milo
SAL50957,Milpara
SAL50958,Mimegarra
SAL50959,Mindarabin
SAL50960,Mindarie (WA)
SAL50961,Mindarra
SAL50962,Minding
SAL50963,Mingenew
SAL50964,Minigin
SAL50965,Minilya
SAL50966,Minnenooka
SAL50967,Minnivale
SAL50968,Minyirr
SAL50969,Mira Mar
SAL50970,Mirrabooka (WA)
SAL50971,Mitchell Plateau
SAL50972,Mobrup
SAL50973,Mocardy
SAL50974,Mogumber
SAL50975,Mokine
SAL50976,Mokup
SAL50977,Mollerin
SAL50978,Molloy Island
SAL50979,Monjebup
SAL50980,Monjingup
SAL50981,Moodiarrup
SAL50982,Moojebing
SAL50983,Mooliabeenee
SAL50984,Moondah
SAL50985,Moondyne
SAL50986,Moonies Hill
SAL50987,Moonyoonooka
SAL50988,Moora (WA)
SAL50989,Moore River National Park
SAL50990,Mooriary
SAL50991,Moorine Rock
SAL50992,Morangup
SAL50993,Morawa
SAL50994,Morbinning
SAL50995,Mordalup
SAL50996,Moresby (WA)
SAL50997,Morgantown
SAL50998,Morley
SAL50999,Mornington (WA)
SAL51000,Mosman Park (WA)
SAL51001,Moulyinning
SAL51002,Mount Adams
SAL51003,Mount Anketell
SAL51004,Mount Barker (WA)
SAL51005,Mount Budd
SAL51006,Mount Burges
SAL51007,Mount Caroline
SAL51008,Mount Claremont
SAL51009,Mount Clarence
SAL51010,Mount Elphinstone
SAL51011,Mount Erin
SAL51012,Mount Hampton
SAL51013,Mount Hardey
SAL51014,Mount Hardman
SAL51015,Mount Hawthorn
SAL51016,Mount Helena
SAL51017,Mount Hill
SAL51018,Mount Holland
SAL51019,Mount Horner
SAL51020,Mount Jackson
SAL51021,Mount Lawley
SAL51022,Mount Lindesay (WA)
SAL51023,Mount Madden
SAL51024,Mount Magnet
SAL51025,Mount Melville
SAL51026,Mount Nasura
SAL51027,Mount Ney
SAL51028,Mount Observation (WA)
SAL51029,Mount Palmer
SAL51030,Mount Pleasant (WA)
SAL51031,Mount Richon
SAL51032,Mount Romance
SAL51033,Mount Sheila
SAL51034,Mount Sheridan (WA)
SAL51035,Mount Stirling
SAL51036,Mount Tarcoola
SAL51037,Mount Walker (WA)
SAL51038,Mount Wells
SAL51039,Mouroubra
SAL51040,Muchea
SAL51041,Muckenburra
SAL51042,Mueller Ranges
SAL51043,Muja
SAL51044,Mukinbudin
SAL51045,Mulataga
SAL51046,Mulga Downs
SAL51047,Mullaloo
SAL51048,Mullalyup
SAL51049,Mullewa
SAL51050,Mullingar
SAL51051,Muluckine
SAL51052,Mumballup
SAL51053,Mumberkine
SAL51054,Mundabullangana
SAL51055,Mundaring
SAL51056,Mundijong
SAL51057,Mundrabilla
SAL51058,Mungalup
SAL51059,Munglinup
SAL51060,Munster
SAL51061,Muntadgin
SAL51062,Muradup
SAL51063,Murchison (WA)
SAL51064,Murdoch
SAL51065,Murdong
SAL51066,Muresk
SAL51067,Myalup
SAL51068,Myara
SAL51069,Myaree
SAL51070,Myrup
SAL51071,Nabawa
SAL51072,Nairibin
SAL51073,Nalkain
SAL51074,Nalyerlup
SAL51075,Namban
SAL51076,Nambeelup
SAL51077,Nambung
SAL51078,Nanarup
SAL51079,Nanga
SAL51080,Nanga Brook
SAL51081,Nangeenan
SAL51082,Nangetty
SAL51083,Nannup
SAL51084,Nanson
SAL51085,Nanutarra
SAL51086,Napier
SAL51087,Naraling
SAL51088,Narembeen
SAL51089,Narngulu
SAL51090,Narra Tarra
SAL51091,Narraloggan
SAL51092,Narrikup
SAL51093,Narrogin
SAL51094,Narrogin Valley
SAL51095,Naturaliste
SAL51096,Naval Base
SAL51097,Neale
SAL51098,Nedlands
SAL51099,Needilup
SAL51100,Neendaling
SAL51101,Neerabup
SAL51102,Neergabby
SAL51103,Nembudding
SAL51104,Neridup
SAL51105,Nerramyne
SAL51106,Nerren Nerren
SAL51107,New Norcia
SAL51108,Newcarlbeon
SAL51109,Newdegate
SAL51110,Newlands (WA)
SAL51111,Newman
SAL51112,Ngaanyatjarra-Giles
SAL51113,Nickol
SAL51114,Nilgen
SAL51115,Nillup
SAL51116,Ningaloo
SAL51117,Nippering
SAL51118,Nirimba (WA)
SAL51119,Noggerup
SAL51120,Nokaning
SAL51121,Nolba
SAL51122,Nollamara
SAL51123,Nomans Lake
SAL51124,Noranda
SAL51125,Nornalup
SAL51126,Norpa
SAL51127,Norseman
SAL51128,North Baandee
SAL51129,North Bannister
SAL51130,North Beach (WA)
SAL51131,North Bodallin
SAL51132,North Boyanup
SAL51133,North Burngup
SAL51134,North Cascade
SAL51135,North Coogee
SAL51136,North Dandalup
SAL51137,North Eradu
SAL51138,North Fremantle
SAL51139,North Greenbushes
SAL51140,North Jindong
SAL51141,North Kellerberrin
SAL51142,North Kukerin
SAL51143,North Kununoppin
SAL51144,North Lake
SAL51145,North Lake Grace
SAL51146,North Moulyinning
SAL51147,North Perth
SAL51148,North Plantations
SAL51149,North Stirlings
SAL51150,North Tammin
SAL51151,North Trayning
SAL51152,North Walpole
SAL51153,North West Cape
SAL51154,North Wialki
SAL51155,North Yelbeni
SAL51156,North Yunderup
SAL51157,Northam
SAL51158,Northampton
SAL51159,Northbridge (WA)
SAL51160,Northcliffe
SAL51161,Northern Gully
SAL51162,Nowergup
SAL51163,Nugadong
SAL51164,Nukarni
SAL51165,Nullagine
SAL51166,Nullaki
SAL51167,Nulsen
SAL51168,Nungarin
SAL51169,Nunierra
SAL51170,Nunile
SAL51171,Nyabing
SAL51172,O'Connor (WA)
SAL51173,Oakajee
SAL51174,Oakford
SAL51175,Ocean Beach
SAL51176,Ocean Reef
SAL51177,Ogilvie
SAL51178,Old Plains
SAL51179,Oldbury
SAL51180,Ongerup
SAL51181,Onslow
SAL51182,Oombulgurri
SAL51183,Ora Banda
SAL51184,Orana
SAL51185,Orange Grove (WA)
SAL51186,Orange Springs
SAL51187,Orchid Valley
SAL51188,Ord River
SAL51189,Orelia
SAL51190,Osborne Park
SAL51191,Osmington
SAL51192,Padbury
SAL51193,Palgarup
SAL51194,Pallinup
SAL51195,Palmdale (WA)
SAL51196,Palmer (WA)
SAL51197,Palmyra (WA)
SAL51198,Pannawonica
SAL51199,Pantapin
SAL51200,Papulankutja
SAL51201,Paraburdoo
SAL51202,Paradise (WA)
SAL51203,Pardoo
SAL51204,Parker Range
SAL51205,Parkerville
SAL51206,Parkeston
SAL51207,Parkfield
SAL51208,Parklands (WA)
SAL51209,Parkwood (WA)
SAL51210,Parmelia
SAL51211,Parryville
SAL51212,Patjarr
SAL51213,Paulls Valley
SAL51214,Paynedale
SAL51215,Paynes Find
SAL51216,Paynesville (WA)
SAL51217,Peaceful Bay
SAL51218,Peak Hill (WA)
SAL51219,Pearsall
SAL51220,Peedamulla
SAL51221,Peerabeelup
SAL51222,Pegs Creek
SAL51223,Pelican Point (WA)
SAL51224,Pemberton
SAL51225,Peppermint Grove
SAL51226,Peppermint Grove Beach
SAL51227,Perenjori
SAL51228,Perillup
SAL51229,Peron
SAL51230,Perth (WA)
SAL51231,Perth Airport
SAL51232,Perup
SAL51233,Petrudor
SAL51234,Piara Waters
SAL51235,Piawaning
SAL51236,Piccadilly (WA)
SAL51237,Pickering Brook
SAL51238,Picton (WA)
SAL51239,Picton East
SAL51240,Piesse Brook
SAL51241,Piesseville
SAL51242,Pindar
SAL51243,Pingaring
SAL51244,Pingelly
SAL51245,Pingrup
SAL51246,Pinjar
SAL51247,Pinjarra
SAL51248,Pink Lake
SAL51249,Pintharuka
SAL51250,Pinwernying
SAL51251,Pippingarra
SAL51252,Pithara
SAL51253,Plumridge Lakes
SAL51254,Point Samson
SAL51255,Popanyinning
SAL51256,Porongurup
SAL51257,Port Albany
SAL51258,Port Denison
SAL51259,Port Hedland
SAL51260,Port Kennedy
SAL51261,Postans
SAL51262,Preston Beach
SAL51263,Preston Settlement
SAL51264,Prevelly
SAL51265,Prince Regent River
SAL51266,Pumphreys Bridge
SAL51267,Purnululu
SAL51268,Quairading
SAL51269,Qualeup
SAL51270,Quedjinup
SAL51271,Queens Park (WA)
SAL51272,Queenwood
SAL51273,Quelagetting
SAL51274,Quellington
SAL51275,Quindalup
SAL51276,Quindanning
SAL51277,Quinninup
SAL51278,Quinns Rocks
SAL51279,Ranford
SAL51280,Rangeway
SAL51281,Ravensthorpe
SAL51282,Ravenswood (WA)
SAL51283,Rawlinna
SAL51284,Red Gully
SAL51285,Red Hill (WA)
SAL51286,Redbank (WA)
SAL51287,Redcliffe (WA)
SAL51288,Redgate (WA)
SAL51289,Redmond
SAL51290,Redmond West
SAL51291,Reedy
SAL51292,Regans Ford
SAL51293,Reinscourt
SAL51294,Remlap
SAL51295,Reservoir (WA)
SAL51296,Ridgewood (WA)
SAL51297,Ringbark
SAL51298,Riverton (WA)
SAL51299,Rivervale
SAL51300,Robinson
SAL51301,Rockingham (WA)
SAL51302,Rocklea (WA)
SAL51303,Rockwell
SAL51304,Rocky Gully (WA)
SAL51305,Roebourne
SAL51306,Roebuck
SAL51307,Roelands
SAL51308,Roleystone
SAL51309,Rosa Brook
SAL51310,Rosa Glen
SAL51311,Rossmore (WA)
SAL51312,Rossmoyne
SAL51313,Rothsay
SAL51314,Rottnest Island
SAL51315,Ruabon
SAL51316,Rudds Gully
SAL51317,Ryansbrook
SAL51318,Sabina River
SAL51319,Safety Bay
SAL51320,Salmon Gums
SAL51321,Salter Point
SAL51322,Samson
SAL51323,San Remo (WA)
SAL51324,Sandpatch
SAL51325,Sandsprings
SAL51326,Sandstone
SAL51327,Sandy Gully (WA)
SAL51328,Sawyers Valley
SAL51329,Scaddan
SAL51330,Scarborough (WA)
SAL51331,Schroeder
SAL51332,Scotsdale
SAL51333,Scott River
SAL51334,Scott River East
SAL51335,Scotts Brook
SAL51336,Seabird
SAL51337,Secret Harbour
SAL51338,Seppings
SAL51339,Serpentine (WA)
SAL51340,Seville Grove
SAL51341,Shackleton
SAL51342,Shadforth (WA)
SAL51343,Shannon (WA)
SAL51344,Shark Bay
SAL51345,Shelley (WA)
SAL51346,Shenton Park
SAL51347,Sherlock (WA)
SAL51348,Shoalwater (WA)
SAL51349,Shotts
SAL51350,Siesta Park
SAL51351,Silver Sands
SAL51352,Sinagra
SAL51353,Sinclair
SAL51354,Singleton (WA)
SAL51355,Sir Samuel
SAL51356,Skeleton Rock
SAL51357,Smith Brook
SAL51358,Solus
SAL51359,Somerville (WA)
SAL51360,Sorrento (WA)
SAL51361,South Bodallin
SAL51362,South Boulder
SAL51363,South Bunbury
SAL51364,South Burracoppin
SAL51365,South Carnarvon
SAL51366,South Datatine
SAL51367,South Doodlakine
SAL51368,South Fremantle
SAL51369,South Glencoe
SAL51370,South Greenough
SAL51371,South Guildford
SAL51372,South Hedland
SAL51373,South Kalgoorlie
SAL51374,South Kukerin
SAL51375,South Kumminin
SAL51376,South Kununoppin
SAL51377,South Lake
SAL51378,South Lake Grace
SAL51379,South Murchison
SAL51380,South Newdegate
SAL51381,South Perth
SAL51382,South Plantations
SAL51383,South Quairading
SAL51384,South Stirling
SAL51385,South Tammin
SAL51386,South Trayning
SAL51387,South Yelbeni
SAL51388,South Yilgarn
SAL51389,South Yuna
SAL51390,South Yunderup
SAL51391,Southampton (WA)
SAL51392,Southern Brook
SAL51393,Southern Cross (WA)
SAL51394,Southern River
SAL51395,Spalding (WA)
SAL51396,Spearwood
SAL51397,Spencer Park
SAL51398,Spencers Brook
SAL51399,Springfield (WA)
SAL51400,Springs
SAL51401,St George Ranges
SAL51402,St James (WA)
SAL51403,St Ronans
SAL51404,Stake Hill
SAL51405,Stirling (WA)
SAL51406,Stirling Estate
SAL51407,Stirling Range National Park
SAL51408,Stoneville
SAL51409,Stove Hill
SAL51410,Strathalbyn (WA)
SAL51411,Stratham
SAL51412,Stratherne
SAL51413,Stratton
SAL51414,Strelley
SAL51415,Sturt Creek
SAL51416,Subiaco
SAL51417,Success
SAL51418,Sunnyside (WA)
SAL51419,Sunset Beach
SAL51420,Swan View
SAL51421,Swanbourne
SAL51422,Takalarup
SAL51423,Talandji
SAL51424,Talbot (WA)
SAL51425,Talbot West
SAL51426,Talgomine
SAL51427,Talisker
SAL51428,Tamala
SAL51429,Tamala Park
SAL51430,Tambellup
SAL51431,Tammin
SAL51432,Tampu
SAL51433,Tanami (WA)
SAL51434,Tandegin
SAL51435,Tapping
SAL51436,Tarcoola Beach
SAL51437,Tardun
SAL51438,Tarin Rock
SAL51439,Teesdale (WA)
SAL51440,Telfer
SAL51441,Tenindewa
SAL51442,Tenterden (WA)
SAL51443,The Lakes
SAL51444,The Plains
SAL51445,The Spectacles
SAL51446,The Vines
SAL51447,Thomson Brook
SAL51448,Thornlie
SAL51449,Three Springs
SAL51450,Throssell
SAL51451,Tibradden
SAL51452,Tincurrin
SAL51453,Tingledale
SAL51454,Tjirrkarli
SAL51455,Tjukurla
SAL51456,Tom Price
SAL51457,Tonebridge
SAL51458,Toodyay
SAL51459,Toolibin
SAL51460,Toolonga
SAL51461,Toompup
SAL51462,Torbay
SAL51463,Torndirrup
SAL51464,Townsendale
SAL51465,Trafalgar (WA)
SAL51466,Trayning
SAL51467,Treeby
SAL51468,Treeton
SAL51469,Trent
SAL51470,Trigg
SAL51471,Trigwell
SAL51472,Tuart Hill
SAL51473,Turkey Hill
SAL51474,Tutunup
SAL51475,Two Rocks
SAL51476,Ucarty
SAL51477,Ucarty West
SAL51478,Uduc
SAL51479,Ularring
SAL51480,Upper Capel
SAL51481,Upper Murray
SAL51482,Upper Swan
SAL51483,Upper Warren
SAL51484,Useless Loop
SAL51485,Usher
SAL51486,Utakarra
SAL51487,Vancouver Peninsula
