postcode,locality,state,type,status,lat,lng,sa1_code_2021,sa1_name_2021,sa2_code_2021,sa2_name_2021,lga_name,lga_code
3103,DEEPDENE,VIC,Delivery Area,Updated 6-Feb-2020,-37.8131,145.068,20701114735,Balwyn,207011147,Balwyn,Boroondara,21110
3103,DEEPDENE DC,VIC,Delivery Area,Updated 6-Feb-2020,-37.8107,145.065,20701114735,Balwyn,207011147,Balwyn,Boroondara,21110
3103,STRADBROKE PARK,VIC,Delivery Area,Updated 25-Jan-2020,-37.8007,145.062,20701114735,Balwyn,207011147,Balwyn,Boroondara,21110
3104,BALWYN NORTH,VIC,Delivery Area,Updated 6-Feb-2020,-37.7941151,145.0879338,20703116433,Mont Albert North,207031164,Box Hill North,Whitehorse,26980
3104,GREYTHORN,VIC,Delivery Area,Updated 6-Feb-2020,-37.7965604,145.0984985,20703116433,Mont Albert North,207031164,Box Hill North,Whitehorse,26980
3105,BULLEEN,VIC,Delivery Area,Updated 6-Feb-2020,-37.7660476,145.0879338,20702115628,Bulleen,207021156,Bulleen,Manningham,24210
3105,BULLEEN SOUTH,VIC,Delivery Area,Updated 6-Feb-2020,-37.7748,145.092,20702115628,Bulleen,207021156,Bulleen,Manningham,24210
3106,TEMPLESTOWE,VIC,Delivery Area,Updated 6-Feb-2020,-37.7537669,145.1486206,20702115944,Templestowe,207021159,Templestowe,Manningham,24210
3107,TEMPLESTOWE LOWER,VIC,Delivery Area,Updated 6-Feb-2020,-37.7641408,145.1099967,20702116033,Templestowe Lower,207021160,Templestowe Lower,Manningham,24210
3108,DONCASTER,VIC,Delivery Area,Updated 6-Feb-2020,-37.7865824,145.1210303,20702142505,Doncaster East,207021425,Doncaster East - South,Manningham,24210
3109,DONCASTER EAST,VIC,Delivery Area,Updated 6-Feb-2020,-37.7883929,145.1541397,20702142535,Doncaster East,207021425,Doncaster East - South,Manningham,24210
3109,DONCASTER HEIGHTS,VIC,Delivery Area,Updated 6-Feb-2020,-37.7887436,145.1580383,20702142535,Doncaster East,207021425,Doncaster East - South,Manningham,24210
3109,THE PINES,VIC,Delivery Area,Updated 6-Feb-2020,-37.7622651,145.1686291,20702142535,Doncaster East,207021425,Doncaster East - South,Manningham,24210
3109,TUNSTALL SQUARE PO,VIC,Delivery Area,Updated 6-Feb-2020,-37.7904,145.17,20702142535,Doncaster East,207021425,Doncaster East - South,Manningham,24210
3111,DONVALE,VIC,Delivery Area,Updated 6-Feb-2020,-37.7901921,145.1872619,21102126211,Donvale,211021262,Warrandyte - Wonga Park,Manningham,24210
3113,NORTH WARRANDYTE,VIC,Delivery Area,Updated 6-Feb-2020,-37.726,145.216,21102126232,Warrandyte,211021262,Warrandyte - Wonga Park,Nillumbik,25710
3113,WARRANDYTE,VIC,Delivery Area,Updated 6-Feb-2020,-37.738,145.223,21102126232,Warrandyte,211021262,Warrandyte - Wonga Park,Nillumbik,25710
3114,PARK ORCHARDS,VIC,Delivery Area,Updated 6-Feb-2020,-37.7760752,145.2148736,21103126801,Ringwood North,211031268,Ringwood North,Maroondah,24410
3115,WONGA PARK,VIC,Delivery Area,Updated 6-Feb-2020,-37.7347069,145.2590707,21103126534,Wonga Park,211031265,Croydon Hills - Warranwood,Maroondah,24410
3116,CHIRNSIDE PARK,VIC,Delivery Area,Updated 6-Feb-2020,-37.7373267,145.3088196,21105127525,Chirnside Park,211051275,Chirnside Park,Yarra Ranges,27450
3121,BURNLEY,VIC,Delivery Area,Updated 6-Feb-2020,-37.8296728,145.0126479,20607151833,Richmond (Vic.),206071518,Richmond - North,Yarra,27350
3121,BURNLEY NORTH,VIC,Delivery Area,Updated 6-Feb-2020,-37.8160149,145.0089483,20607151833,Richmond (Vic.),206071518,Richmond - North,Yarra,27350
3121,CREMORNE,VIC,Delivery Area,Updated 6-Feb-2020,-37.83,144.993,20607151833,Richmond (Vic.),206071518,Richmond - North,Yarra,27350
3121,RICHMOND,VIC,Delivery Area,Updated 6-Feb-2020,-37.823,144.998,20607151833,Richmond (Vic.),206071518,Richmond - North,Yarra,27350
3121,RICHMOND EAST,VIC,Delivery Area,Updated 6-Feb-2020,-37.8263413,144.9972757,20607151833,Richmond (Vic.),206071518,Richmond - North,Yarra,27350
3121,RICHMOND NORTH,VIC,Delivery Area,Updated 6-Feb-2020,-37.8103629,144.9924115,20607151833,Richmond (Vic.),206071518,Richmond - North,Yarra,27350
3121,RICHMOND SOUTH,VIC,Delivery Area,Updated 6-Feb-2020,-37.823,144.998,20607151833,Richmond (Vic.),206071518,Richmond - North,Yarra,27350
3121,VICTORIA GARDENS,VIC,Delivery Area,Updated 6-Feb-2020,-37.8132,145.012,20607151833,Richmond (Vic.),206071518,Richmond - North,Yarra,27350
3122,AUBURN SOUTH,VIC,Delivery Area,Updated 6-Feb-2020,-37.8297567,145.0438836,20701152028,Hawthorn (Vic.),207011520,Hawthorn - South,Boroondara,21110
3122,GLENFERRIE SOUTH,VIC,Delivery Area,Updated 6-Feb-2020,-37.8311,145.034,20701152028,Hawthorn (Vic.),207011520,Hawthorn - South,Boroondara,21110
3122,HAWTHORN,VIC,Delivery Area,Updated 6-Feb-2020,-37.8222114,145.0328017,20701152028,Hawthorn (Vic.),207011520,Hawthorn - South,Boroondara,21110
3122,HAWTHORN NORTH,VIC,Delivery Area,Updated 6-Feb-2020,-37.8146746,145.0216968,20701152028,Hawthorn (Vic.),207011520,Hawthorn - South,Boroondara,21110
3122,HAWTHORN WEST,VIC,Delivery Area,Updated 6-Feb-2020,-37.820148,145.0180561,20701152028,Hawthorn (Vic.),207011520,Hawthorn - South,Boroondara,21110
3123,AUBURN,VIC,Delivery Area,Updated 6-Feb-2020,-37.830327,145.0435616,20701115237,Hawthorn East,207011152,Hawthorn East,Boroondara,21110
3123,HAWTHORN EAST,VIC,Delivery Area,Updated 6-Feb-2020,-37.8310813,145.0520938,20701115237,Hawthorn East,207011152,Hawthorn East,Boroondara,21110
3124,CAMBERWELL,VIC,Delivery Area,Updated 6-Feb-2020,-37.8334095,145.0658766,20701115542,Surrey Hills,207011155,Surrey Hills (West) - Canterbury,Boroondara,21110
3124,CAMBERWELL NORTH,VIC,Delivery Area,Updated 6-Feb-2020,-37.8243246,145.0581423,20701115542,Surrey Hills,207011155,Surrey Hills (West) - Canterbury,Boroondara,21110
3124,CAMBERWELL SOUTH,VIC,Delivery Area,Updated 6-Feb-2020,-37.8334095,145.0658766,20701115542,Surrey Hills,207011155,Surrey Hills (West) - Canterbury,Boroondara,21110
3124,CAMBERWELL WEST,VIC,Delivery Area,Updated 6-Feb-2020,-37.8438471,145.0540534,20701115542,Surrey Hills,207011155,Surrey Hills (West) - Canterbury,Boroondara,21110
3124,HARTWELL,VIC,Delivery Area,Updated 6-Feb-2020,-37.84407,145.075599,20701115542,Surrey Hills,207011155,Surrey Hills (West) - Canterbury,Boroondara,21110
3124,MIDDLE CAMBERWELL,VIC,Delivery Area,Updated 6-Feb-2020,-37.8440237,145.056869,20701115542,Surrey Hills,207011155,Surrey Hills (West) - Canterbury,Boroondara,21110
3125,BENNETTSWOOD,VIC,Delivery Area,Updated 6-Feb-2020,-37.854515,145.118974,21205131937,Burwood (Vic.),212051319,Ashwood - Chadstone,Monash,24970
3125,BURWOOD,VIC,Delivery Area,Updated 6-Feb-2020,-37.8483275,145.1099967,21205131937,Burwood (Vic.),212051319,Ashwood - Chadstone,Monash,24970
3125,SURREY HILLS SOUTH,VIC,Delivery Area,Updated 6-Feb-2020,-37.8259381,145.0972417,21205131937,Burwood (Vic.),212051319,Ashwood - Chadstone,Monash,24970
3126,CAMBERWELL EAST,VIC,Delivery Area,Updated 6-Feb-2020,-37.8251441,145.0693815,20701115543,Canterbury (Vic.),207011155,Surrey Hills (West) - Canterbury,Boroondara,21110
3126,CANTERBURY,VIC,Delivery Area,Updated 6-Feb-2020,-37.8245223,145.0741474,20701115543,Canterbury (Vic.),207011155,Surrey Hills (West) - Canterbury,Boroondara,21110
3127,MONT ALBERT,VIC,Delivery Area,Updated 6-Feb-2020,-37.816111,145.11,20703116723,Mont Albert,207031167,Surrey Hills (East) - Mont Albert,Boroondara,21110
3127,SURREY HILLS,VIC,Delivery Area,Updated 6-Feb-2020,-37.8259381,145.0972417,20703116723,Mont Albert,207031167,Surrey Hills (East) - Mont Albert,Boroondara,21110
3127,SURREY HILLS NORTH,VIC,Delivery Area,Updated 6-Feb-2020,-37.8259381,145.0972417,20703116723,Mont Albert,207031167,Surrey Hills (East) - Mont Albert,Boroondara,21110
3128,BOX HILL,VIC,Delivery Area,Updated 6-Feb-2020,-37.8181073,145.1238563,20703116358,Box Hill (Vic.),207031163,Box Hill,Whitehorse,26980
3128,BOX HILL CENTRAL,VIC,Delivery Area,Updated 6-Feb-2020,-37.8181073,145.1238563,20703116358,Box Hill (Vic.),207031163,Box Hill,Whitehorse,26980
3128,BOX HILL SOUTH,VIC,Delivery Area,Updated 6-Feb-2020,-37.836,145.124,20703116358,Box Hill (Vic.),207031163,Box Hill,Whitehorse,26980
3128,HOUSTON,VIC,Delivery Area,Updated 6-Feb-2020,-37.8448939,145.1300661,20703116358,Box Hill (Vic.),207031163,Box Hill,Whitehorse,26980
3128,WATTLE PARK,VIC,Delivery Area,Updated 6-Feb-2020,-37.8383693,145.1056319,20703116358,Box Hill (Vic.),207031163,Box Hill,Whitehorse,26980
3129,BOX HILL NORTH,VIC,Delivery Area,Updated 6-Feb-2020,-37.8083033,145.125759,20703116437,Box Hill North,207031164,Box Hill North,Whitehorse,26980
3129,KERRIMUIR,VIC,Delivery Area,Updated 6-Feb-2020,-37.8025133,145.1326143,20703116437,Box Hill North,207031164,Box Hill North,Whitehorse,26980
3129,MONT ALBERT NORTH,VIC,Delivery Area,Updated 6-Feb-2020,-37.808056,145.113889,20703116437,Box Hill North,207031164,Box Hill North,Whitehorse,26980
3130,BLACKBURN,VIC,Delivery Area,Updated 6-Feb-2020,-37.8197129,145.1530529,20703116225,Blackburn South,207031162,Blackburn South,Whitehorse,26980
3130,BLACKBURN NORTH,VIC,Delivery Area,Updated 6-Feb-2020,-37.8064051,145.1586444,20703116225,Blackburn South,207031162,Blackburn South,Whitehorse,26980
3130,BLACKBURN SOUTH,VIC,Delivery Area,Updated 6-Feb-2020,-37.838,145.144,20703116225,Blackburn South,207031162,Blackburn South,Whitehorse,26980
3130,LABURNUM,VIC,Delivery Area,Updated 6-Feb-2020,-37.8211429,145.1453744,20703116225,Blackburn South,207031162,Blackburn South,Whitehorse,26980
3131,BRENTFORD SQUARE,VIC,Delivery Area,Updated 6-Feb-2020,-37.8370056,145.1840103,21104127129,Nunawading,211041271,Nunawading,Manningham,24210
3131,FOREST HILL,VIC,Delivery Area,Updated 6-Feb-2020,-37.8347413,145.1727369,21104127129,Nunawading,211041271,Nunawading,Manningham,24210
3131,NUNAWADING,VIC,Delivery Area,Updated 6-Feb-2020,-37.8184273,145.1760206,21104127129,Nunawading,211041271,Nunawading,Manningham,24210
3132,MITCHAM,VIC,Delivery Area,Updated 6-Feb-2020,-37.8219905,145.1983055,21104127040,Mitcham (Vic.),211041270,Mitcham (Vic.),Whitehorse,26980
3132,MITCHAM NORTH,VIC,Delivery Area,Updated 6-Feb-2020,-37.8043443,145.1892556,21104127040,Mitcham (Vic.),211041270,Mitcham (Vic.),Whitehorse,26980
3132,RANGEVIEW,VIC,Delivery Area,Updated 6-Feb-2020,-37.8043293,145.2004016,21104127040,Mitcham (Vic.),211041270,Mitcham (Vic.),Whitehorse,26980
3133,VERMONT,VIC,Delivery Area,Updated 6-Feb-2020,-37.838,145.198,21104127330,Vermont South,211041273,Vermont South,Maroondah,24410
3133,VERMONT SOUTH,VIC,Delivery Area,Updated 6-Feb-2020,-37.8565882,145.183373,21104127330,Vermont South,211041273,Vermont South,Maroondah,24410
3134,HEATHWOOD,VIC,Delivery Area,Updated 6-Feb-2020,-37.8292,145.228,21103126823,Ringwood North,211031268,Ringwood North,Manningham,24210
3134,RINGWOOD,VIC,Delivery Area,Updated 6-Feb-2020,-37.8106372,145.2307011,21103126823,Ringwood North,211031268,Ringwood North,Manningham,24210
3134,RINGWOOD NORTH,VIC,Delivery Area,Updated 6-Feb-2020,-37.799883,145.226877,21103126823,Ringwood North,211031268,Ringwood North,Manningham,24210
3134,WARRANDYTE SOUTH,VIC,Delivery Area,Updated 6-Feb-2020,-37.7605268,145.2452567,21103126823,Ringwood North,211031268,Ringwood North,Manningham,24210
3134,WARRANWOOD,VIC,Delivery Area,Updated 6-Feb-2020,-37.777,145.249,21103126823,Ringwood North,211031268,Ringwood North,Manningham,24210
