poa_code_2021,total_population,median_age,median_household_income_weekly,median_personal_income_weekly,median_family_income_weekly,median_rent_weekly,median_mortgage_monthly,average_household_size,age_0_14_count,age_15_24_count,age_25_34_count,age_65_plus_count,age_0_14_pct,age_15_24_pct,age_25_34_pct,age_65_plus_pct,born_overseas_count,language_other_than_english_count,born_overseas_pct,language_other_than_english_pct,need_for_assistance_count,need_for_assistance_pct,couple_family_with_children_count,one_parent_family_count,other_family_count,total_families,couple_family_with_children_pct,one_parent_family_pct,family_households_count,non_family_households_count,total_households,family_households_pct,non_family_households_pct,lone_person_households_count,group_households_count,lone_person_households_pct,group_households_pct,no_car_households_count,one_car_households_count,two_car_households_count,three_plus_car_households_count,car_households_total,no_car_households_pct,two_plus_car_households_pct,owned_outright_count,owned_with_mortgage_count,rented_count,tenure_total,owned_outright_pct,owned_with_mortgage_pct,renters_pct,owner_occupied_pct,train_to_work_count,bus_to_work_count,tram_to_work_count,car_driver_to_work_count,walk_to_work_count,worked_from_home_count,travel_to_work_total,public_transport_to_work_pct,car_to_work_pct,walk_to_work_pct,worked_from_home_pct,rent_to_income_ratio
POA3074,20234,39,1225,502,1387,350,1690,2.6,3156,2330,3221,4411,15.6,11.52,15.92,21.8,10430,13269,51.55,65.58,2164,10.69,5857,2973,315,5580,104.96,53.28,5333,2015,7347,72.59,27.43,1786,228,24.31,3.1,666,2903,2469,1196,7347,9.06,49.88,3135,1842,2105,7347,42.67,25.07,28.65,67.74,279,54,0,4643,81,1131,7836,4.25,59.25,1.03,14.43,0.2857
POA3075,23219,37,1348,542,1489,351,1775,2.8,4257,2760,3495,4286,18.33,11.89,15.05,18.46,11041,14449,47.55,62.23,2283,9.83,7929,3286,290,6209,127.7,52.92,5942,1966,7905,75.17,24.87,1706,255,21.58,3.23,661,2875,2800,1432,7905,8.36,53.54,3088,2402,2167,7905,39.06,30.39,27.41,69.45,335,68,4,5311,48,1464,9046,4.5,58.71,0.53,16.18,0.2604
POA3076,33489,35,1671,709,1811,361,1733,2.9,6970,4040,5240,4204,20.81,12.06,15.65,12.55,13384,16693,39.97,49.85,2110,6.3,12923,4383,323,8779,147.2,49.93,8439,2262,10704,78.84,21.13,1975,289,18.45,2.7,459,3580,4354,2131,10704,4.29,60.58,2762,4490,3146,10704,25.8,41.95,29.39,67.75,342,140,0,9006,100,2553,15040,3.2,59.88,0.66,16.97,0.216
POA3078,12237,38,2166,1138,3206,396,2277,2.3,1882,1339,2149,1679,15.38,10.94,17.56,13.72,2744,2242,22.42,18.32,568,4.64,3636,860,105,3037,119.72,28.32,3004,1985,4987,60.24,39.8,1698,288,34.05,5.78,524,2345,1569,511,4987,10.51,41.71,1506,1491,1894,4987,30.2,29.9,37.98,60.1,237,50,4,2057,149,3081,7013,4.15,29.33,2.12,43.93,0.1828
POA3079,17055,41,2328,1105,3128,431,2500,2.4,2605,2117,2216,3127,15.27,12.41,12.99,18.33,4416,3845,25.89,22.54,875,5.13,5266,1334,144,4656,113.1,28.65,4598,2036,6641,69.24,30.66,1829,204,27.54,3.07,441,2657,2468,1016,6641,6.64,52.46,2447,2050,1995,6641,36.85,30.87,30.04,67.72,243,55,0,3353,272,3757,9308,3.2,36.02,2.92,40.36,0.1851
POA3081,14003,35,1597,762,2111,351,2080,2.3,2360,1614,2890,1800,16.85,11.53,20.64,12.85,4283,4460,30.59,31.85,1059,7.56,4063,1963,228,3484,116.62,56.34,3417,2147,5570,61.35,38.55,1753,390,31.47,7,624,2343,1923,583,5570,11.2,44.99,1147,1659,2597,5570,20.59,29.78,46.62,50.38,78,130,0,3131,145,1867,6732,3.09,46.51,2.15,27.73,0.2198
POA3082,28712,40,1735,716,1992,366,1748,2.7,4440,3652,4165,4575,15.46,12.72,14.51,15.93,10373,12051,36.13,41.97,1981,6.9,8468,3424,249,8150,103.9,42.01,7903,2160,10057,78.58,21.48,1890,263,18.79,2.62,363,3108,3923,2527,10057,3.61,64.13,3899,3620,2289,10057,38.77,35.99,22.76,74.76,222,81,19,8336,82,2855,14266,2.26,58.43,0.57,20.01,0.211
POA3083,31529,37,1632,680,1940,380,1988,2.6,4485,4935,5214,5511,14.22,15.65,16.54,17.48,12221,13385,38.76,42.45,2164,6.86,8722,3234,403,8139,107.16,39.73,7922,3434,11354,69.77,30.24,2684,748,23.64,6.59,817,4096,4145,2139,11354,7.2,55.35,4057,3536,3349,11354,35.73,31.14,29.5,66.88,195,158,184,8050,185,3367,15305,3.51,52.6,1.21,22,0.2328
POA3084,27045,41,2175,991,2770,411,2383,2.6,4942,2906,3020,5402,18.27,10.75,11.17,19.97,7425,6805,27.45,25.16,1484,5.49,9893,2150,162,7445,132.88,28.88,7335,2777,10112,72.54,27.46,2508,271,24.8,2.68,598,3902,4036,1486,10112,5.91,54.61,4001,3297,2549,10112,39.57,32.6,25.21,72.17,402,70,7,5158,445,5192,13701,3.5,37.65,3.25,37.9,0.189
POA3085,14050,39,2069,943,2624,381,2250,2.6,2583,1673,1775,2516,18.38,11.91,12.63,17.91,3413,2976,24.29,21.18,843,6,5218,1295,78,3833,136.13,33.79,3785,1386,5172,73.18,26.8,1262,121,24.4,2.34,258,1924,2117,822,5172,4.99,56.83,1877,1895,1215,5172,36.29,36.64,23.49,72.93,209,12,4,2959,267,2458,7253,3.1,40.8,3.68,33.89,0.1841
POA3087,9156,39,1962,872,2417,390,2037,2.6,1683,900,1292,1665,18.38,9.83,14.11,18.18,1970,1791,21.52,19.56,604,6.6,3178,1044,84,2611,121.72,39.98,2566,915,3478,73.78,26.31,806,103,23.17,2.96,213,1225,1442,558,3478,6.12,57.5,1310,1303,797,3478,37.67,37.46,22.92,75.13,151,18,4,2150,44,1383,4637,3.73,46.37,0.95,29.83,0.1988
POA3088,27181,41,2076,910,2463,401,2167,2.6,5047,2792,2908,5401,18.57,10.27,10.7,19.87,5565,4248,20.47,15.63,1509,5.55,9902,2624,167,7795,127.03,33.66,7683,2358,10049,76.46,23.47,2192,167,21.81,1.66,385,3264,4378,1929,10049,3.83,62.76,3866,4213,1723,10049,38.47,41.92,17.15,80.4,263,68,0,6456,125,4378,13779,2.4,46.85,0.91,31.77,0.1932
POA3089,12503,39,2508,983,2761,430,2167,2.9,2419,1784,1401,1639,19.35,14.27,11.21,13.11,1828,1089,14.62,8.71,505,4.04,4870,1146,59,3588,135.73,31.94,3511,643,4158,84.44,15.46,608,38,14.62,0.91,75,854,1873,1317,4158,1.8,76.72,1469,2202,414,4158,35.33,52.96,9.96,88.29,98,12,0,3645,64,1915,7063,1.56,51.61,0.91,27.11,0.1715
POA3090,2575,44,3190,1028,3344,392,2600,3.2,429,422,180,433,16.66,16.39,6.99,16.82,390,348,15.15,13.51,176,6.83,985,104,17,676,145.71,15.38,664,75,740,89.73,10.14,72,6,9.73,0.81,4,80,286,360,740,0.54,87.3,331,372,30,740,44.73,50.27,4.05,95,5,4,0,776,3,376,1406,0.64,55.19,0.21,26.74,0.1229
POA3091,1602,47,2600,867,2646,450,2600,3.1,227,265,114,294,14.17,16.54,7.12,18.35,212,180,13.23,11.24,61,3.81,473,81,11,460,102.83,17.61,436,51,485,89.9,10.52,48,0,9.9,0,6,45,158,271,485,1.24,88.45,234,215,21,485,48.25,44.33,4.33,92.58,5,0,0,482,12,196,877,0.57,54.96,1.37,22.35,0.1731
POA3093,3962,45,2160,955,2708,400,2200,2.5,660,430,378,919,16.66,10.85,9.54,23.2,717,512,18.1,12.92,233,5.88,1298,317,24,1085,119.63,29.22,1064,398,1468,72.48,27.11,381,20,25.95,1.36,37,457,635,330,1468,2.52,65.74,648,575,217,1468,44.14,39.17,14.78,83.31,15,6,0,909,11,623,1952,1.08,46.57,0.56,31.92,0.1852
POA3094,9250,41,2076,964,2544,420,2167,2.5,1856,862,921,1796,20.06,9.32,9.96,19.42,1530,895,16.54,9.68,405,4.38,3498,964,81,2706,129.27,35.62,2667,883,3543,75.28,24.92,827,54,23.34,1.52,110,1276,1522,607,3543,3.1,60.09,1397,1473,614,3543,39.43,41.57,17.33,81,91,21,0,2083,62,1620,4736,2.36,43.98,1.31,34.21,0.2023
POA3095,28373,43,2506,992,2869,450,2288,2.8,5371,3592,2281,5019,18.93,12.66,8.04,17.69,5067,2901,17.86,10.22,1046,3.69,10804,2325,124,8222,131.4,28.28,8071,1564,9631,83.8,16.24,1482,79,15.39,0.82,179,2317,4505,2586,9631,1.86,73.63,4135,4354,977,9631,42.93,45.21,10.14,88.14,204,49,0,6636,119,5281,14975,1.69,44.31,0.79,35.27,0.1796
POA3096,1911,42,2425,850,2552,420,2167,3,320,278,221,331,16.75,14.55,11.56,17.32,271,100,14.18,5.23,141,7.38,612,197,14,540,113.33,36.48,520,82,609,85.39,13.46,76,4,12.48,0.66,11,99,255,239,609,1.81,81.12,248,312,30,609,40.72,51.23,4.93,91.95,14,4,0,550,17,252,1039,1.73,52.94,1.64,24.25,0.1732
POA3097,1536,44,2706,917,2878,365,3000,3,264,233,115,276,17.19,15.17,7.49,17.97,222,88,14.45,5.73,54,3.52,485,94,0,410,118.29,22.93,386,68,456,84.65,14.91,54,8,11.84,1.75,0,59,172,195,456,0,80.48,202,202,30,456,44.3,44.3,6.58,88.6,5,3,0,342,28,280,796,1.01,42.96,3.52,35.18,0.1349
POA3099,4993,43,2162,882,2400,391,2025,2.8,935,616,444,895,18.73,12.34,8.89,17.93,591,181,11.84,3.63,185,3.71,1866,447,15,1435,130.03,31.15,1393,305,1702,81.84,17.92,281,30,16.51,1.76,37,356,652,645,1702,2.17,76.2,676,826,166,1702,39.72,48.53,9.75,88.25,34,3,0,1356,29,714,2649,1.4,51.19,1.09,26.95,0.1809
POA3101,24499,41,2497,1120,3301,476,3000,2.5,3708,3463,3169,4745,15.14,14.14,12.94,19.37,7505,6455,30.63,26.35,1271,5.19,7340,2076,256,6327,116.01,32.81,6233,2840,9069,68.73,31.32,2361,476,26.03,5.25,553,3667,3398,1349,9069,6.1,52.34,3583,2628,2590,9069,39.51,28.98,28.56,68.49,64,93,229,4556,376,5096,12700,3.04,35.87,2.96,40.13,0.1906
POA3102,6620,41,2490,1043,3178,471,3000,2.7,1188,920,664,1164,17.95,13.9,10.03,17.58,1847,1797,27.9,27.15,280,4.23,2367,639,42,1818,130.2,35.15,1785,567,2357,75.73,24.06,468,103,19.86,4.37,100,825,1008,397,2357,4.24,59.61,960,779,550,2357,40.73,33.05,23.33,73.78,7,42,50,1332,58,1346,3449,2.87,38.62,1.68,39.03,0.1892
POA3103,15621,43,2014,869,2550,460,3000,2.6,2485,2157,1535,3405,15.91,13.81,9.83,21.8,6922,6901,44.31,44.18,759,4.86,4925,1667,139,4348,113.27,38.34,4242,1636,5877,72.18,27.84,1500,140,25.52,2.38,409,2319,2253,847,5877,6.96,52.75,2519,1587,1520,5877,42.86,27,25.86,69.87,84,52,113,2757,147,2729,7154,3.48,38.54,2.05,38.15,0.2284
POA3104,21302,42,2346,854,2727,554,3078,2.9,3800,3349,1834,3740,17.84,15.72,8.61,17.56,9238,10143,43.37,47.62,888,4.17,7927,2119,140,5931,133.65,35.73,5766,1326,7090,81.33,18.7,1196,128,16.87,1.81,292,2152,3082,1505,7090,4.12,64.7,3248,2287,1381,7090,45.81,32.26,19.48,78.07,50,158,96,4250,91,3704,10130,3,41.95,0.9,36.56,0.2361
POA3105,11124,45,1813,739,2208,459,2400,2.6,1603,1275,1235,2693,14.41,11.46,11.1,24.21,4565,5420,41.04,48.72,845,7.6,3261,1202,97,3255,100.18,36.93,3166,1044,4209,75.22,24.8,935,107,22.21,2.54,256,1374,1748,798,4209,6.08,60.49,2054,1214,847,4209,48.8,28.84,20.12,77.64,11,134,0,2529,46,1594,5276,2.75,47.93,0.87,30.21,0.2532
POA3106,16966,46,2163,781,2419,513,2700,2.8,2621,1943,1571,4256,15.45,11.45,9.26,25.09,7223,7638,42.57,45.02,1168,6.88,5363,1410,105,4894,109.58,28.81,4682,1033,5717,81.9,18.07,966,73,16.9,1.28,166,1488,2546,1457,5717,2.9,70.02,2685,2016,801,5717,46.97,35.26,14.01,82.23,9,155,0,3711,42,2566,7764,2.11,47.8,0.54,33.05,0.2372
POA3107,14164,45,1919,760,2231,476,2500,2.7,2374,1518,1358,3434,16.76,10.72,9.59,24.24,5654,6408,39.92,45.24,1102,7.78,4696,1500,111,4107,114.34,36.52,4000,1075,5068,78.93,21.21,987,90,19.48,1.78,180,1668,2261,936,5068,3.55,63.08,2397,1649,902,5068,47.3,32.54,17.8,79.83,10,160,0,2954,37,2154,6457,2.63,45.75,0.57,33.36,0.248
POA3108,25054,41,1593,719,1956,450,2167,2.4,3491,2857,3891,5513,13.93,11.4,15.53,22,13664,14581,54.54,58.2,1570,6.27,6901,2722,327,7190,95.98,37.86,7018,2931,9944,70.58,29.48,2598,328,26.13,3.3,696,4346,3560,1226,9944,7,48.13,3734,2682,3018,9944,37.55,26.97,30.35,64.52,41,407,9,5227,216,3605,11568,3.95,45.18,1.87,31.16,0.2825
POA3109,30926,41,1792,701,2071,462,2400,2.7,5587,3330,3366,6491,18.07,10.77,10.88,20.99,16090,17787,52.03,57.51,1762,5.7,11440,3051,261,8920,128.25,34.2,8612,2327,10939,78.73,21.27,2136,190,19.53,1.74,458,3951,4608,1821,10939,4.19,58.77,4532,3483,2558,10939,41.43,31.84,23.38,73.27,46,408,6,6536,156,4526,14104,3.26,46.34,1.11,32.09,0.2578
POA3111,12644,45,2100,769,2508,450,2500,2.7,2079,1533,1059,2981,16.44,12.12,8.38,23.58,4568,4332,36.13,34.26,914,7.23,4204,1042,39,3484,120.67,29.91,3393,925,4321,78.52,21.41,865,61,20.02,1.41,141,1220,1850,1068,4321,3.26,67.53,1881,1581,666,4321,43.53,36.59,15.41,80.12,46,57,0,2673,22,2064,5957,1.73,44.87,0.37,34.65,0.2143
POA3113,8562,44,2751,964,3052,500,2300,3,1573,1284,572,1385,18.37,15,6.68,16.18,1584,915,18.5,10.69,275,3.21,3278,674,22,2446,134.01,27.56,2372,400,2771,85.6,14.44,359,38,12.96,1.37,24,479,1237,1019,2771,0.87,81.41,1188,1352,192,2771,42.87,48.79,6.93,91.66,10,22,0,2038,42,1627,4563,0.7,44.66,0.92,35.66,0.1818
POA3114,3835,45,3155,958,3464,601,3000,3.2,666,676,212,653,17.37,17.63,5.53,17.03,694,412,18.1,10.74,117,3.05,1456,172,11,1058,137.62,16.26,1041,120,1164,89.43,10.31,111,8,9.54,0.69,9,149,476,516,1164,0.77,85.22,572,535,38,1164,49.14,45.96,3.26,95.1,11,9,0,918,3,687,2016,0.99,45.54,0.15,34.08,0.1905
POA3115,3843,45,2790,968,2972,491,2300,3,630,608,278,657,16.39,15.82,7.23,17.1,530,225,13.79,5.85,111,2.89,1359,225,12,1119,121.45,20.11,1091,145,1229,88.77,11.8,137,12,11.15,0.98,11,155,509,549,1229,0.9,86.09,542,602,66,1229,44.1,48.98,5.37,93.08,11,0,0,1112,19,639,2168,0.51,51.29,0.88,29.47,0.176
POA3116,11779,38,2084,852,2316,443,2167,2.8,2307,1419,1536,2030,19.59,12.05,13.04,17.23,2533,1643,21.5,13.95,567,4.81,4414,1247,61,3382,130.51,36.87,3286,782,4071,80.72,19.21,712,71,17.49,1.74,92,1051,1863,1036,4071,2.26,71.21,1486,1911,605,4071,36.5,46.94,14.86,83.44,45,23,0,3421,44,1367,6136,1.11,55.75,0.72,22.28,0.2126
POA3121,31534,34,2283,1376,3150,450,2298,2,3033,3329,10056,3445,9.62,10.56,31.89,10.92,9384,6901,29.76,21.88,1242,3.94,5653,2198,532,7363,76.78,29.85,7307,7330,14639,49.91,50.07,5598,1726,38.24,11.79,2793,7853,3082,734,14639,19.08,26.07,2749,3638,7946,14639,18.78,24.85,54.28,43.63,584,43,799,5013,1371,9565,20792,6.86,24.11,6.59,46,0.1971
POA3122,22322,34,2145,1207,3279,400,2259,2.1,2746,3505,4984,3200,12.3,15.7,22.33,14.34,6319,4643,28.31,20.8,731,3.27,5483,1208,335,5260,104.24,22.97,5228,4480,9706,53.86,46.16,3717,767,38.3,7.9,1368,4874,2541,817,9706,14.09,34.6,2602,2422,4423,9706,26.81,24.95,45.57,51.76,506,7,299,3602,612,5759,13181,6.16,27.33,4.64,43.69,0.1865
POA3123,14834,36,2253,1244,3242,415,2500,2.3,2205,1951,2922,2247,14.86,13.15,19.7,15.15,4556,3588,30.71,24.19,579,3.9,4369,998,163,3807,114.76,26.21,3774,2476,6251,60.37,39.61,2079,393,33.26,6.29,674,3031,1879,610,6251,10.78,39.82,1845,1767,2493,6251,29.52,28.27,39.88,57.78,342,14,92,2634,268,3772,8462,5.29,31.13,3.17,44.58,0.1842
POA3124,21965,43,2457,1043,3264,486,3000,2.6,3470,3089,2349,4764,15.8,14.06,10.69,21.69,6893,5688,31.38,25.9,1321,6.01,6978,1665,187,5875,118.77,28.34,5776,2140,7908,73.04,27.06,1852,282,23.42,3.57,478,3102,3031,1236,7908,6.04,53.96,3358,2308,2012,7908,42.46,29.19,25.44,71.65,300,14,119,3588,235,4840,11014,3.93,32.58,2.13,43.94,0.1978
POA3125,15147,34,1684,681,2242,411,2500,2.5,2023,3008,2765,2443,13.36,19.86,18.25,16.13,7031,6742,46.42,44.51,827,5.46,3813,1416,231,3519,108.35,40.24,3443,2020,5462,63.04,36.98,1515,501,27.74,9.17,585,2148,1940,717,5462,10.71,48.65,1650,1478,2031,5462,30.21,27.06,37.18,57.27,87,119,139,3092,137,2302,7410,4.66,41.73,1.85,31.07,0.2441
POA3126,7773,46,2875,1101,3591,515,3500,2.7,1235,1149,603,1816,15.89,14.78,7.76,23.36,2459,2050,31.64,26.37,385,4.95,2533,663,46,2183,116.03,30.37,2148,634,2780,77.27,22.81,584,48,21.01,1.73,144,978,1125,513,2780,5.18,58.92,1331,838,528,2780,47.88,30.14,18.99,78.02,105,3,21,1281,76,1600,3699,3.49,34.63,2.05,43.25,0.1791
POA3127,18608,42,2448,1076,3241,461,2817,2.6,2977,2646,1950,3564,16,14.22,10.48,19.15,5245,4127,28.19,22.18,756,4.06,6259,1405,160,5150,121.53,27.28,5077,1835,6914,73.43,26.54,1641,189,23.73,2.73,356,2634,2834,1058,6914,5.15,56.29,2852,2305,1605,6914,41.25,33.34,23.21,74.59,302,17,73,3234,196,4312,9830,3.99,32.9,1.99,43.87,0.1883
POA3128,22841,34,1441,682,1914,391,2088,2.3,2825,3753,4879,3357,12.37,16.43,21.36,14.7,12184,11893,53.34,52.07,1209,5.29,5596,2084,382,5648,99.08,36.9,5538,3558,9096,60.88,39.12,2762,800,30.36,8.8,1620,4252,2278,815,9096,17.81,34,2193,2170,4304,9096,24.11,23.86,47.32,47.97,532,246,48,4083,626,3349,11258,7.34,36.27,5.56,29.75,0.2713
POA3129,17946,39,1920,786,2300,438,2492,2.6,3055,2361,2479,2928,17.02,13.16,13.81,16.32,7758,7776,43.23,43.33,873,4.86,6148,1906,222,4911,125.19,38.81,4794,1808,6598,72.66,27.4,1498,309,22.7,4.68,449,2578,2569,920,6598,6.81,52.88,2426,2086,1916,6598,36.77,31.62,29.04,68.38,172,152,19,3670,187,3013,8928,3.84,41.11,2.09,33.75,0.2281
POA3130,33044,41,1987,849,2488,415,2300,2.6,5706,4168,3737,6187,17.27,12.61,11.31,18.72,11471,10964,34.71,33.18,1918,5.8,11757,2872,283,8930,131.66,32.16,8718,3561,12285,70.96,28.99,3130,430,25.48,3.5,847,4743,4782,1772,12285,6.89,53.35,4745,4250,2984,12285,38.62,34.6,24.29,73.22,391,145,7,6467,238,6133,16494,3.29,39.21,1.44,37.18,0.2089
POA3131,23191,40,1806,779,2266,395,2167,2.5,3933,2544,3038,4605,16.96,10.97,13.1,19.86,9258,9184,39.92,39.6,1607,6.93,7991,2180,275,6201,128.87,35.16,6028,2637,8660,69.61,30.45,2328,307,26.88,3.55,603,3456,3288,1156,8660,6.96,51.32,3012,2918,2365,8660,34.78,33.7,27.31,68.48,286,94,6,4744,136,3756,11103,3.48,42.73,1.22,33.83,0.2187
POA3132,16795,39,2030,911,2487,406,2167,2.5,2980,1860,2374,2719,17.74,11.07,14.14,16.19,5640,5339,33.58,31.79,738,4.39,6256,1458,156,4708,132.88,30.97,4604,1862,6468,71.18,28.79,1635,235,25.28,3.63,393,2661,2488,879,6468,6.08,52.06,2261,2320,1774,6468,34.96,35.87,27.43,70.83,295,56,0,3538,119,3302,8910,3.94,39.71,1.34,37.06,0.2
POA3133,22951,43,1995,753,2265,460,2383,2.8,4028,2797,2031,5239,17.55,12.19,8.85,22.83,9668,9608,42.12,41.86,1241,5.41,8257,2095,161,6533,126.39,32.07,6306,1580,7891,79.91,20.02,1430,151,18.12,1.91,249,2397,3666,1516,7891,3.16,65.67,3465,2861,1272,7891,43.91,36.26,16.12,80.17,157,72,23,4853,80,3546,10661,2.36,45.52,0.75,33.26,0.2306
POA3134,34607,39,1949,855,2408,386,2100,2.6,6087,4173,4504,5968,17.59,12.06,13.01,17.25,10061,8335,29.07,24.08,1946,5.62,12179,3320,247,9554,127.48,34.75,9348,3412,12759,73.27,26.74,3038,372,23.81,2.92,745,4511,4977,2348,12759,5.84,57.41,4121,4785,3561,12759,32.3,37.5,27.91,69.8,339,112,0,8221,248,5668,17999,2.51,45.67,1.38,31.49,0.1981
POA3135,20698,39,1964,884,2427,386,2100,2.6,3994,2283,2545,3492,19.3,11.03,12.3,16.87,5166,4233,24.96,20.45,1124,5.43,7975,1967,162,5634,141.55,34.91,5534,2123,7657,72.27,27.73,1916,210,25.02,2.74,320,2838,3172,1276,7657,4.18,58.09,2666,3032,1835,7657,34.82,39.6,23.96,74.42,221,29,0,4744,126,3429,10542,2.37,45,1.2,32.53,0.1965
POA3136,46296,40,1806,841,2240,391,2000,2.5,8483,4979,6097,8713,18.32,10.75,13.17,18.82,10840,7851,23.41,16.96,2870,6.2,15902,5220,333,12918,123.1,40.41,12655,4928,17576,72,28.04,4519,409,25.71,2.33,768,6282,7260,3117,17576,4.37,59.04,5856,7223,3998,17576,33.32,41.1,22.75,74.41,310,120,0,12030,219,6299,23386,1.84,51.44,0.94,26.93,0.2165
POA3137,14558,39,1758,809,2128,395,1966,2.5,2636,1692,2071,2609,18.11,11.62,14.23,17.92,2845,1710,19.54,11.75,924,6.35,4922,1787,120,4096,120.17,43.63,4005,1513,5513,72.65,27.44,1390,120,25.21,2.18,211,1774,2231,1242,5513,3.83,63,1867,2476,959,5513,33.87,44.91,17.4,78.78,52,29,0,4457,61,1503,7556,1.07,58.99,0.81,19.89,0.2247
POA3138,23059,37,1994,838,2246,400,2000,2.8,4573,2799,3358,3561,19.83,12.14,14.56,15.44,4949,3517,21.46,15.25,1244,5.39,8743,2641,171,6475,135.03,40.79,6325,1720,8040,78.67,21.39,1549,172,19.27,2.14,259,2306,3454,1974,8040,3.22,67.51,2555,3718,1638,8040,31.78,46.24,20.37,78.02,122,23,0,6722,66,2655,11955,1.21,56.23,0.55,22.21,0.2006
POA3139,14257,39,1887,799,2093,355,1820,2.8,2769,1752,1888,2224,19.42,12.29,13.24,15.6,1640,514,11.5,3.61,705,4.94,5239,1392,84,4091,128.06,34.03,3930,995,4921,79.86,20.22,910,89,18.49,1.81,87,1003,1948,1818,4921,1.77,76.53,1665,2675,457,4921,33.83,54.36,9.29,88.19,12,20,0,4562,137,1268,7507,0.43,60.77,1.82,16.89,0.1881
POA3140,17348,40,1764,798,2193,369,1950,2.5,2978,2142,2302,3201,17.17,12.35,13.27,18.45,2993,1403,17.25,8.09,1071,6.17,5569,1883,119,4889,113.91,38.52,4779,1771,6550,72.96,27.04,1639,136,25.02,2.08,290,2073,2581,1549,6550,4.43,63.05,2169,2916,1242,6550,33.11,44.52,18.96,77.63,106,36,0,5034,81,1918,8968,1.58,56.13,0.9,21.39,0.2092
POA3141,25028,33,2063,1395,3106,415,2100,1.7,1760,2929,8542,3076,7.03,11.7,34.13,12.29,9413,6148,37.61,24.56,680,2.72,3030,1358,433,5553,54.57,24.46,5532,7554,13082,42.29,57.74,6452,1104,49.32,8.44,3614,6920,1945,458,13082,27.63,18.37,2334,2313,8081,13082,17.84,17.68,61.77,35.52,890,47,421,3325,1271,7671,16281,8.34,20.42,7.81,47.12,0.2012
POA3142,12817,47,2533,1427,3909,486,3152,2.1,1397,1497,1870,3486,10.9,11.68,14.59,27.2,3963,2562,30.92,19.99,468,3.65,2610,899,108,3308,78.9,27.18,3265,2219,5481,59.57,40.49,1932,286,35.25,5.22,479,2379,1760,801,5481,8.74,46.73,2335,1239,1705,5481,42.6,22.61,31.11,65.21,138,6,136,2199,189,2817,6550,4.27,33.57,2.89,43.01,0.1919
POA3143,9376,38,2196,1356,3366,421,2458,2,1190,1004,1938,1770,12.69,10.71,20.67,18.88,2693,1766,28.72,18.84,308,3.28,2182,715,116,2366,92.22,30.22,2346,2010,4361,53.8,46.09,1741,265,39.92,6.08,581,2209,1226,306,4361,13.32,35.13,1287,1005,1948,4361,29.51,23.05,44.67,52.56,231,5,112,1617,158,2425,5419,6.42,29.84,2.92,44.75,0.1917
POA3144,10763,44,2654,1334,3868,451,3200,2.3,1614,1330,1304,2474,15,12.36,12.12,22.99,2550,1729,23.69,16.06,445,4.13,3151,821,99,2836,111.11,28.95,2808,1504,4312,65.12,34.88,1343,158,31.15,3.66,345,1878,1500,545,4312,8,47.43,1805,1224,1144,4312,41.86,28.39,26.53,70.25,178,7,82,1815,209,2431,5582,4.78,32.52,3.74,43.55,0.1699
POA3145,23594,38,2339,1047,3263,416,2801,2.5,3709,3469,3558,3989,15.72,14.7,15.08,16.91,7123,6070,30.19,25.73,1098,4.65,7414,1624,240,5981,123.96,27.15,5919,2969,8883,66.63,33.42,2408,565,27.11,6.36,809,3485,3247,1248,8883,9.11,50.6,3108,2750,2826,8883,34.99,30.96,31.81,65.95,491,74,47,4390,267,5131,12683,4.83,34.61,2.11,40.46,0.1779
POA3146,26131,40,2491,1179,3447,450,2830,2.5,4516,3619,3208,4278,17.28,13.85,12.28,16.37,7245,5700,27.73,21.81,905,3.46,9254,1813,268,7039,131.47,25.76,6941,2956,9894,70.15,29.88,2627,329,26.55,3.33,547,3975,3803,1461,9894,5.53,53.2,3663,3262,2730,9894,37.02,32.97,27.59,69.99,369,20,150,4829,235,6167,14227,3.79,33.94,1.65,43.35,0.1807
POA3147,15102,40,2273,913,2969,410,2751,2.6,2778,1859,1756,2623,18.39,12.31,11.63,17.37,5015,4453,33.21,29.49,1107,7.33,5442,1430,119,4006,135.85,35.7,3940,1459,5405,72.9,26.99,1279,179,23.66,3.31,421,2015,2125,775,5405,7.79,53.65,1818,1782,1670,5405,33.64,32.97,30.9,66.6,180,50,8,2688,107,3130,7454,3.19,36.06,1.44,41.99,0.1804
POA3148,9552,35,1991,880,2363,421,2250,2.5,1504,1116,2094,1280,15.75,11.68,21.92,13.4,4547,4715,47.6,49.36,543,5.68,2911,987,144,2540,114.61,38.86,2474,1151,3623,68.29,31.77,868,285,23.96,7.87,247,1433,1388,507,3623,6.82,52.3,895,1198,1429,3623,24.7,33.07,39.44,57.77,140,52,0,2195,39,1667,5042,3.81,43.53,0.77,33.06,0.2115
POA3149,35340,40,2066,810,2383,476,2600,2.7,5994,4724,4286,6580,16.96,13.37,12.13,18.62,16866,17582,47.72,49.75,1864,5.27,12733,3238,340,9879,128.89,32.78,9613,2869,12481,77.02,22.99,2395,467,19.19,3.74,530,4402,5236,2197,12481,4.25,59.55,5232,3932,3025,12481,41.92,31.5,24.24,73.42,436,109,12,7256,154,6055,17022,3.27,42.63,0.9,35.57,0.2304
