year,suburb_key,postcode,suburb_name,lga_key,lga_name,total_offences,person_offences,property_offences,disorder_offences,other_offences,total_offence_percentile,person_crime_percentile,property_crime_percentile,disorder_crime_percentile,crime_context_score,crime_context_label,crime_context_summary,crime_context_score_raw
2025,BALLENDELLA,3561,Ballendella,CAMPASPE,Campaspe,9,1,4,4,0,0.45,0.3566,0.4181,0.5339,66.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",59.0
2025,BALLIANG,3340,Balliang,GREATER GEELONG; MOORABOOL,Greater Geelong; Moorabool,42,3,24,15,0,0.6842,0.5314,0.698,0.7007,43.4,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",38.5
2025,BALLIANG EAST,3340,Balliang East,MOORABOOL,Moorabool,13,1,9,3,0,0.5173,0.3566,0.5761,0.4935,61.9,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",55.0
2025,BALLYROGAN,3375,Ballyrogan,ARARAT,Ararat,4,0,2,2,0,0.2791,0.1455,0.2661,0.4423,85.5,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",75.9
2025,BALMATTUM,3666,Balmattum,STRATHBOGIE,Strathbogie,12,5,6,1,0,0.5048,0.6093,0.5084,0.3474,53.3,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",47.3
2025,BALMORAL,3407,Balmoral,SOUTHERN GRAMPIANS,Southern Grampians,4,0,3,1,0,0.2791,0.1455,0.3533,0.3474,84.7,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",75.2
2025,BALNARRING,3926,Balnarring,MORNINGTON PENINSULA,Mornington Peninsula,112,4,101,7,0,0.7586,0.5759,0.7964,0.6114,39.5,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",35.1
2025,BALNARRING BEACH,3926,Balnarring Beach,MORNINGTON PENINSULA,Mornington Peninsula,32,3,24,5,0,0.644,0.5314,0.698,0.5681,46.3,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",41.1
2025,BALOOK,3971,Balook,WELLINGTON,Wellington,5,5,0,0,0,0.3319,0.6093,0.0351,0.1417,73.9,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Personal-safety offences are the largest recorded component; use this as context, not as a judgement of the suburb.",65.6
2025,BALWYN,3103,Balwyn,BOROONDARA,Boroondara,766,89,564,113,0,0.9059,0.885,0.9199,0.8712,12.0,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",10.7
2025,BALWYN NORTH,3104,Balwyn North,BOROONDARA; WHITEHORSE,Boroondara; Whitehorse,688,98,508,82,0,0.8967,0.8928,0.9107,0.8459,12.5,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",11.1
2025,BAMAWM,3561,Bamawm,CAMPASPE,Campaspe,8,4,1,3,0,0.427,0.5759,0.1419,0.4935,64.3,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Personal-safety offences are the largest recorded component; use this as context, not as a judgement of the suburb.",57.1
2025,BAMAWM EXTENSION,3564,Bamawm Extension,CAMPASPE,Campaspe,3,1,2,0,0,0.2182,0.3566,0.2661,0.1417,80.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",71.4
2025,BAMBRA,3241,Bambra,SURF COAST,Surf Coast,1,0,1,0,0,0.0546,0.1455,0.1419,0.1417,96.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",85.6
2025,BANDIANA,3691,Bandiana,WODONGA,Wodonga,53,19,20,14,0,0.7061,0.7546,0.677,0.6919,31.6,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",28.1
2025,BANGHOLME,3175,Bangholme,GREATER DANDENONG,Greater Dandenong,77,12,46,19,0,0.7333,0.7184,0.745,0.7226,30.7,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",27.3
2025,BANNERTON,3549,Bannerton,SWAN HILL,Swan Hill,7,0,7,0,0,0.4009,0.1455,0.5389,0.1417,83.0,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",73.7
2025,BANNOCKBURN,3331,Bannockburn,GOLDEN PLAINS,Golden Plains,188,30,115,42,1,0.7943,0.7883,0.806,0.7876,23.3,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",20.7
2025,BANYENA,3388,Banyena,NORTHERN GRAMPIANS,Northern Grampians,2,0,2,0,0,0.1467,0.1455,0.2661,0.1417,92.2,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",81.9
2025,BARANDUDA,3691,Baranduda,WODONGA,Wodonga,96,28,46,22,0,0.7464,0.7845,0.745,0.7352,26.7,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",23.7
2025,BARFOLD,3444,Barfold,MOUNT ALEXANDER,Mount Alexander,1,0,1,0,0,0.0546,0.1455,0.1419,0.1417,96.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",85.6
2025,BARINGHUP,3463,Baringhup,MOUNT ALEXANDER,Mount Alexander,10,0,8,2,0,0.4701,0.1455,0.561,0.4423,75.5,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",67.0
2025,BARINGHUP WEST,3463,Baringhup West,MOUNT ALEXANDER,Mount Alexander,1,0,1,0,0,0.0546,0.1455,0.1419,0.1417,96.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",85.6
2025,BARJARG,3723,Barjarg,MANSFIELD,Mansfield,4,1,3,0,0,0.2791,0.3566,0.3533,0.1417,77.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",68.7
2025,BARKERS CREEK,3451,Barkers Creek,MOUNT ALEXANDER,Mount Alexander,11,1,6,4,0,0.4898,0.3566,0.5084,0.5339,63.3,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",56.2
2025,BARMAH,3639,Barmah,MOIRA,Moira,46,15,15,16,0,0.6944,0.7377,0.6446,0.7088,33.3,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",29.6
2025,BARNAWARTHA,3688,Barnawartha,INDIGO,Indigo,42,8,20,14,0,0.6842,0.6777,0.677,0.6919,36.0,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",32.0
2025,BARNAWARTHA NORTH,3691,Barnawartha North,WODONGA,Wodonga,7,1,6,0,0,0.4009,0.3566,0.5084,0.1417,72.2,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",64.1
2025,BAROMI,3871,Baromi,SOUTH GIPPSLAND,South Gippsland,1,0,1,0,0,0.0546,0.1455,0.1419,0.1417,96.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",85.6
2025,BARONGAROOK,3249,Barongarook,COLAC-OTWAY,Colac-Otway,7,2,4,1,0,0.4009,0.4643,0.4181,0.3474,64.5,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",57.3
2025,BARONGAROOK WEST,3249,Barongarook West,COLAC-OTWAY,Colac-Otway,17,0,9,8,0,0.5615,0.1455,0.5761,0.6288,70.8,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",62.9
2025,BARRABOOL,3221,Barrabool,SURF COAST,Surf Coast,2,0,0,2,0,0.1467,0.1455,0.0351,0.4423,93.2,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",82.8
2025,BARRAKEE,3525,Barrakee,BULOKE,Buloke,1,0,1,0,0,0.0546,0.1455,0.1419,0.1417,96.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",85.6
2025,BARRAMUNGA,3249,Barramunga,COLAC-OTWAY,Colac-Otway,5,2,2,0,1,0.3319,0.4643,0.2661,0.1417,74.3,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Personal-safety offences are the largest recorded component; use this as context, not as a judgement of the suburb.",66.0
2025,BARRYS REEF,3458,Barrys Reef,MOORABOOL,Moorabool,1,0,1,0,0,0.0546,0.1455,0.1419,0.1417,96.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",85.6
2025,BARUNAH PARK,3329,Barunah Park,GOLDEN PLAINS,Golden Plains,6,0,6,0,0,0.3729,0.1455,0.5084,0.1417,84.0,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",74.6
2025,BARUNAH PLAINS,3329,Barunah Plains,COLAC-OTWAY,Colac-Otway,4,1,2,1,0,0.2791,0.3566,0.2661,0.3474,75.7,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",67.2
